"","Group","Family","taxon.rank","taxon.id","taxon.name","establishment","endemic","OregonFlora"
"1798","Dicotyledons","Asteraceae","species",78230,"Nothocalais troximoides","native","","native"
"1799","Dicotyledons","Ericaceae","species",126556,"Rhododendron albiflorum","native","","native"
"1800","Dicotyledons","Geraniaceae","species",77256,"Geranium oreganum","native","","native"
"1801","Dicotyledons","Grossulariaceae","species",78861,"Ribes lobbii","native","","native"
"1802","Dicotyledons","Brassicaceae","species",79351,"Thelypodium laciniatum","native","","native"
"1803","Dicotyledons","Ranunculaceae","species",67827,"Ranunculus orthorhynchus","native","","native"
"1804","Dicotyledons","Garryaceae","species",56202,"Garrya fremontii","native","","native"
"1805","Monocotyledons","Liliaceae","species",57129,"Lilium pardalinum","native","","native"
"1806","Dicotyledons","Montiaceae","species",58294,"Claytonia parviflora","native","","native"
"1807","Dicotyledons","Polygonaceae","species",62679,"Eriogonum marifolium","native","","native"
"1808","Dicotyledons","Rosaceae","species",63977,"Cercocarpus betuloides","native","","native"
"1809","Dicotyledons","Polemoniaceae","species",78667,"Polemonium occidentale","native","","native"
"1810","Dicotyledons","Asteraceae","species",79303,"Symphyotrichum subspicatum","native","","native"
"1811","Dicotyledons","Asteraceae","species",79331,"Tetradymia canescens","native","","native"
"1812","Dicotyledons","Viburnaceae","species",79500,"Viburnum ellipticum","native","","native"
"1813","Dicotyledons","Parnassiaceae","species",78351,"Parnassia fimbriata","native","","native"
"1814","Dicotyledons","Violaceae","species",79507,"Viola cuneata","native","","native"
"1815","Dicotyledons","Onagraceae","species",52971,"Epilobium brachycarpum","native","","native"
"1816","Dicotyledons","Asteraceae","species",53137,"Anisocarpus madioides","native","","native"
"1817","Dicotyledons","Asteraceae","species",77349,"Helenium autumnale","native","","native"
"1818","Monocotyledons","Poaceae","species",164672,"Leymus cinereus","native","","native"
"1819","Dicotyledons","Brassicaceae","species",52981,"Cardamine oligosperma","native","","native"
"1820","Dicotyledons","Fabaceae","species",62690,"Lupinus arbustus","native","","native"
"1821","Dicotyledons","Betulaceae","species",868167,"Alnus alnobetula","native","","native"
"1822","Dicotyledons","Asteraceae","species",61807,"Helenium bigelovii","native","","native"
"1823","Dicotyledons","Saxifragaceae","species",78027,"Micranthes integrifolia","native","","native"
"1824","Dicotyledons","Salicaceae","species",71076,"Salix scouleriana","native","","native"
"1825","Dicotyledons","Plantaginaceae","species",76411,"Collinsia linearis","native","","native"
"1826","Dicotyledons","Fabaceae","species",77643,"Lathyrus polyphyllus","native","","native"
"1827","Dicotyledons","Orobanchaceae","species",49341,"Castilleja attenuata","native","","native"
"1828","Dicotyledons","Saxifragaceae","species",78032,"Micranthes tolmiei","native","","native"
"1829","","","species",154156,"Croton setiger","native","",""
"1830","Dicotyledons","Asteraceae","species",76879,"Ericameria bloomeri","native","","native"
"1831","Monocotyledons","Juncaceae","species",77555,"Juncus breweri","native","","native"
"1832","Dicotyledons","Asteraceae","species",53089,"Pseudognaphalium stramineum","native","","native"
"1833","Dicotyledons","Saxifragaceae","species",77403,"Heuchera cylindrica","native","","native"
"1834","Monocotyledons","Orchidaceae","species",840641,"Platanthera elegans","native","","native"
"1835","Dicotyledons","Ranunculaceae","species",361461,"Caltha biflora","native","","native"
"1836","Dicotyledons","Fabaceae","species",57048,"Acmispon parviflorus","native","","native"
"1837","","","species",704166,"Angelica capitellata","native","",""
"1838","Dicotyledons","Orobanchaceae","species",62695,"Orthocarpus cuspidatus","native","","native"
"1839","Dicotyledons","Cactaceae","species",166258,"Pediocactus nigrispinus","native","","native"
"1840","","","species",950609,"Anemonoides grayi","native","",""
"1841","Dicotyledons","Ranunculaceae","species",1597704,"Thalictrum polycarpum","native","","native"
"1842","Dicotyledons","Apiaceae","species",55466,"Sanicula arctopoides","native","","native"
"1843","Dicotyledons","Fabaceae","species",77458,"Hosackia rosea","native","","native"
"1844","Dicotyledons","Plantaginaceae","species",79369,"Tonella tenella","native","","native"
"1845","Monocotyledons","Asparagaceae","species",57126,"Brodiaea coronaria","native","","native"
"1846","Dicotyledons","Apocynaceae","species",58795,"Apocynum cannabinum","native","","native"
"1847","Dicotyledons","Caryophyllaceae","species",50851,"Cerastium arvense","native","","native"
"1848","Dicotyledons","Orobanchaceae","species",60738,"Castilleja ambigua","native","","native"
"1849","Dicotyledons","Fabaceae","species",77455,"Hosackia crassifolia","native","","native"
"1850","Gymnosperms","Pinaceae","species",48463,"Pinus jeffreyi","native","","native"
"1851","Dicotyledons","Orobanchaceae","species",60483,"Orthocarpus imbricatus","native","","native"
"1852","","","species",707672,"Pyrola dentata","native","",""
"1853","Dicotyledons","Campanulaceae","species",76681,"Downingia elegans","native","","native"
"1854","Monocotyledons","Cyperaceae","species",59068,"Scirpus microcarpus","native","","native"
"1855","Dicotyledons","Violaceae","species",79512,"Viola lobata","native","","native"
"1856","Dicotyledons","Scrophulariaceae","species",50812,"Scrophularia californica","native","","native"
"1857","Monocotyledons","Poaceae","species",57165,"Danthonia californica","native","","native"
"1858","Dicotyledons","Rubiaceae","species",77605,"Kelloggia galioides","native","","native"
"1859","Dicotyledons","Fabaceae","species",58896,"Glycyrrhiza lepidota","native","","native"
"1860","Dicotyledons","Apiaceae","species",78979,"Sanicula graveolens","native","","native"
"1861","Dicotyledons","Fabaceae","species",50841,"Hosackia gracilis","native","","native"
"1862","Dicotyledons","Asteraceae","species",51712,"Bidens frondosa","native","","native"
"1863","Monocotyledons","Poaceae","species",52791,"Elymus glaucus","native","","native"
"1864","Dicotyledons","Plantaginaceae","species",61145,"Veronica wormskjoldii","native","","native"
"1865","Dicotyledons","Asteraceae","species",76903,"Erigeron bloomeri","native","","native"
"1866","Pteridophytes","Ophioglossaceae","species",78990,"Sceptridium multifidum","native","","native"
"1867","Dicotyledons","Asteraceae","species",57972,"Erigeron foliosus","native","","native"
"1868","Dicotyledons","Saxifragaceae","species",78024,"Micranthes ferruginea","native","","native"
"1869","Dicotyledons","Polygonaceae","species",76986,"Eriogonum elatum","native","","native"
"1870","Monocotyledons","Iridaceae","species",77505,"Iris innominata","native","","native"
"1871","Dicotyledons","Plantaginaceae","species",78403,"Penstemon humilis","native","","native"
"1872","Dicotyledons","Fabaceae","species",59501,"Astragalus lentiginosus","native","","native"
"1873","Dicotyledons","Rosaceae","species",62213,"Comarum palustre","native","","native"
"1874","Dicotyledons","Campanulaceae","species",76680,"Downingia bacigalupii","native","","native"
"1875","","","species",77282,"Glehnia littoralis","native","",""
"1876","Dicotyledons","Lamiaceae","species",54875,"Trichostema lanceolatum","native","","native"
"1877","Pteridophytes","Blechnaceae","species",52685,"Woodwardia fimbriata","native","","native"
"1878","Dicotyledons","Betulaceae","species",53351,"Alnus rhombifolia","native","","native"
"1879","Dicotyledons","Cactaceae","species",62474,"Opuntia fragilis","native","","native"
"1880","Dicotyledons","Asteraceae","species",77466,"Hulsea nana","native","","native"
"1881","Dicotyledons","Plantaginaceae","species",78414,"Penstemon procerus","native","","native"
"1882","Monocotyledons","Cyperaceae","species",59055,"Cyperus eragrostis","native","","uncertain"
"1883","Dicotyledons","Berberidaceae","species",75262,"Achlys californica","native","","native"
"1884","","","species",53423,"Frangula californica","native","",""
"1885","Dicotyledons","Salicaceae","species",61100,"Salix sitchensis","native","","native"
"1886","Dicotyledons","Ranunculaceae","species",64445,"Caltha leptosepala","native","","native"
"1887","Dicotyledons","Crassulaceae","species",51889,"Dudleya farinosa","native","","native"
"1888","Dicotyledons","Rosaceae","species",78893,"Rubus nivalis","native","","native"
"1889","Dicotyledons","Droseraceae","species",52655,"Drosera anglica","native","","native"
"1890","Dicotyledons","Asteraceae","species",77183,"Gaillardia aristata","native","","native"
"1891","Dicotyledons","Asteraceae","species",78325,"Packera macounii","native","","native"
"1892","Dicotyledons","Orobanchaceae","species",78367,"Pedicularis bracteosa","native","","native"
"1893","Dicotyledons","Fabaceae","species",67379,"Lupinus latifolius","native","","native"
"1894","Monocotyledons","Poaceae","species",76639,"Deschampsia cespitosa","native","","native"
"1895","Dicotyledons","Asteraceae","species",84732,"Erigeron speciosus","native","","native"
"1896","Monocotyledons","Poaceae","species",167507,"Pseudoroegneria spicata","native","","native"
"1897","Dicotyledons","Polygonaceae","species",67591,"Oxyria digyna","native","","native"
"1898","Dicotyledons","Asteraceae","species",76936,"Erigeron pumilus","native","","native"
"1899","Dicotyledons","Phrymaceae","species",319974,"Erythranthe cardinalis","native","","native"
"1900","Dicotyledons","Asteraceae","species",56965,"Lagophylla ramosissima","native","","native"
"1901","Dicotyledons","Asteraceae","species",159806,"Canadanthus modestus","native","","native"
"1902","Dicotyledons","Papaveraceae","species",51053,"Dicentra cucullaria","native","","native"
"1903","Dicotyledons","Montiaceae","species",78122,"Montia linearis","native","","native"
"1904","Dicotyledons","Crassulaceae","species",79027,"Sedum laxum","native","","native"
"1905","Dicotyledons","Rubiaceae","species",77210,"Galium oreganum","native","","native"
"1906","Dicotyledons","Boraginaceae","species",77794,"Lithospermum californicum","native","","native"
"1907","","","species",950600,"Anemonoides piperi","native","",""
"1908","Dicotyledons","Crassulaceae","species",61155,"Sedum divergens","native","","native"
"1909","Dicotyledons","Asteraceae","species",170341,"Wyethia helianthoides","native","","native"
"1910","Dicotyledons","Saxifragaceae","species",357949,"Micranthes rufidula","native","","native"
"1911","","","species",498086,"Primula pauciflora","native","",""
"1912","Dicotyledons","Cabombaceae","species",75867,"Brasenia schreberi","native","","native"
"1913","Dicotyledons","Salicaceae","species",59008,"Salix exigua","native","","native"
"1914","Dicotyledons","Violaceae","species",70394,"Viola sheltonii","native","","native"
"1915","Monocotyledons","Liliaceae","species",77077,"Erythronium klamathense","native","","native"
"1916","Monocotyledons","Liliaceae","species",77743,"Lilium bolanderi","native","","native"
"1917","Dicotyledons","Ranunculaceae","species",78815,"Ranunculus alismifolius","native","","native"
"1918","Dicotyledons","Apiaceae","species",164723,"Lomatium cous","native","","native"
"1919","","","species",1424143,"Brewerimitella ovalis","native","",""
"1920","Dicotyledons","Asteraceae","species",76358,"Cirsium undulatum","native","","native"
"1921","Dicotyledons","Anacardiaceae","species",58729,"Toxicodendron rydbergii","native","","native"
"1922","","","species",793756,"Campanula petiolata","native","",""
"1923","Dicotyledons","Plantaginaceae","species",60223,"Plantago subnuda","native","","native"
"1924","Dicotyledons","Fabaceae","species",77457,"Hosackia pinnata","native","","native"
"1925","Monocotyledons","Poaceae","species",58372,"Distichlis spicata","native","","native"
"1926","Dicotyledons","Orobanchaceae","species",60532,"Pedicularis attollens","native","","native"
"1927","Dicotyledons","Asteraceae","species",77312,"Gutierrezia sarothrae","native","","native"
"1928","Dicotyledons","Apiaceae","species",78295,"Osmorhiza occidentalis","native","","native"
"1929","Monocotyledons","Poaceae","species",57183,"Koeleria macrantha","native","","native"
"1930","Dicotyledons","Ericaceae","species",62467,"Pleuricospora fimbriolata","native","","native"
"1931","Dicotyledons","Asteraceae","species",75573,"Arnica latifolia","native","","native"
"1932","Dicotyledons","Asteraceae","species",78812,"Raillardella argentea","native","","native"
"1933","Dicotyledons","Asteraceae","species",143675,"Cirsium edule","native","","native"
"1934","Dicotyledons","Apiaceae","species",1234068,"Lomatium klickitatense","native","","native"
"1935","Dicotyledons","Hypericaceae","species",77484,"Hypericum scouleri","native","","native"
"1936","Dicotyledons","Asteraceae","species",162517,"Erigeron poliospermus","native","","native"
"1937","Monocotyledons","Melanthiaceae","species",425083,"Anticlea occidentalis","native","","native"
"1938","Pteridophytes","Salviniaceae","species",58754,"Azolla filiculoides","native","","native"
"1939","Monocotyledons","Liliaceae","species",77173,"Fritillaria gentneri","native","","native"
"1940","Dicotyledons","Asteraceae","species",79150,"Solidago elongata","native","","native"
"1941","Dicotyledons","Ranunculaceae","species",158463,"Aquilegia flavescens","native","","native"
"1942","Monocotyledons","Zosteraceae","species",52614,"Zostera marina","native","","native"
"1943","Dicotyledons","Asteraceae","species",56861,"Symphyotrichum chilense","native","","native"
"1944","Dicotyledons","Asteraceae","species",60969,"Jaumea carnosa","native","","native"
"1945","Monocotyledons","Cyperaceae","species",160006,"Carex macrocephala","native","","native"
"1946","Dicotyledons","Montiaceae","species",400267,"Calandrinia menziesii","native","","native"
"1947","Dicotyledons","Fabaceae","species",61005,"Lathyrus littoralis","native","","native"
"1948","Dicotyledons","Caprifoliaceae","species",77833,"Lonicera conjugialis","native","","native"
"1949","Dicotyledons","Campanulaceae","species",76686,"Downingia yina","native","","native"
"1950","Dicotyledons","Gentianaceae","species",77244,"Gentiana sceptrum","native","","native"
"1951","Monocotyledons","Amaryllidaceae","species",75370,"Allium validum","native","","native"
"1952","Monocotyledons","Cyperaceae","species",76078,"Carex mertensii","native","","native"
"1953","Monocotyledons","Orchidaceae","species",355392,"Platanthera transversa","native","","native"
"1954","Dicotyledons","Fabaceae","species",77639,"Lathyrus lanszwertii","native","","native"
"1955","Dicotyledons","Montiaceae","species",57233,"Claytonia exigua","native","","native"
"1956","Monocotyledons","Cyperaceae","species",76085,"Carex nudata","native","","native"
"1957","Dicotyledons","Asteraceae","species",52854,"Artemisia douglasiana","native","","native"
"1958","Dicotyledons","Polygonaceae","species",76970,"Eriogonum caespitosum","native","","native"
"1959","Dicotyledons","Menyanthaceae","species",78016,"Menyanthes trifoliata","native","","native"
"1960","Dicotyledons","Onagraceae","species",78240,"Oenothera cespitosa","native","","native"
"1961","Dicotyledons","Orobanchaceae","species",78289,"Orthocarpus bracteosus","native","","native"
"1962","Monocotyledons","Poaceae","species",57198,"Poa secunda","native","","native"
"1963","Dicotyledons","Asteraceae","species",78897,"Rudbeckia glaucescens","native","","native"
"1964","Dicotyledons","Caprifoliaceae","species",79293,"Symphoricarpos rotundifolius","native","","native"
"1965","Monocotyledons","Asparagaceae","species",47597,"Chlorogalum pomeridianum","native","","native"
"1966","Dicotyledons","Ranunculaceae","species",75440,"Anemone drummondii","native","","native"
"1967","Dicotyledons","Montiaceae","species",75958,"Calyptridium monospermum","native","","native"
"1968","Dicotyledons","Saxifragaceae","species",76325,"Chrysosplenium glechomifolium","native","","native"
"1969","Dicotyledons","Apiaceae","species",76338,"Cicuta douglasii","native","","native"
"1970","Dicotyledons","Apiaceae","species",77817,"Lomatium nevadense","native","","native"
"1971","Monocotyledons","Nartheciaceae","species",51877,"Narthecium californicum","native","","native"
"1972","Dicotyledons","Orobanchaceae","species",76146,"Castilleja linariifolia","native","","native"
"1973","Dicotyledons","Orobanchaceae","species",160188,"Castilleja cusickii","native","","native"
"1974","Monocotyledons","Poaceae","species",1220378,"Eriocoma hymenoides","native","","native"
"1975","Dicotyledons","Viscaceae","species",58341,"Phoradendron juniperinum","native","","native"
"1976","Pteridophytes","Aspleniaceae","species",75609,"Asplenium trichomanes","native","","native"
"1977","Dicotyledons","Asteraceae","species",77305,"Grindelia squarrosa","native","","native"
"1978","Dicotyledons","Saxifragaceae","species",1424146,"Mitellastra caulescens","native","","native"
"1979","Monocotyledons","Cyperaceae","species",76048,"Carex hendersonii","native","","native"
"1980","Dicotyledons","Solanaceae","species",59034,"Nicotiana attenuata","native","","native"
"1981","Monocotyledons","Cyperaceae","species",76070,"Carex leptopoda","native","","native"
"1982","","","species",78931,"Salicornia pacifica","native","",""
"1983","Monocotyledons","Iridaceae","species",79129,"Sisyrinchium idahoense","native","","native"
"1984","Monocotyledons","Poaceae","species",60287,"Hordeum jubatum","native","","native"
"1985","Dicotyledons","Montiaceae","species",77724,"Lewisia cotyledon","native","","native"
"1986","Dicotyledons","Hydrophyllaceae","species",78873,"Romanzoffia tracyi","native","","native"
"1987","Dicotyledons","Polygonaceae","species",133440,"Eriogonum flavum","native","","native"
"1988","Dicotyledons","Limnanthaceae","species",51336,"Limnanthes douglasii","native","","native"
"1989","Dicotyledons","Amaranthaceae","species",58115,"Atriplex confertifolia","native","","native"
"1990","Dicotyledons","Asteraceae","species",76357,"Cirsium scariosum","native","","native"
"1991","Dicotyledons","Hydrophyllaceae","species",78473,"Phacelia bolanderi","native","","native"
"1992","Dicotyledons","Loasaceae","species",58195,"Mentzelia albicaulis","native","","native"
"1993","Monocotyledons","Poaceae","species",61200,"Festuca idahoensis","native","","native"
"1994","Dicotyledons","Asteraceae","species",78765,"Pseudognaphalium thermale","native","","native"
"1995","Dicotyledons","Orobanchaceae","species",160214,"Castilleja peckiana","native","","native"
"1996","Dicotyledons","Apiaceae","species",56824,"Lomatium californicum","native","","native"
"1997","","","species",549934,"Primula conjugens","native","",""
"1998","Dicotyledons","Rhamnaceae","species",56617,"Ceanothus thyrsiflorus","native","","native"
"1999","Monocotyledons","Iridaceae","species",60550,"Sisyrinchium californicum","native","","native"
"2000","Gymnosperms","Pinaceae","species",64047,"Pinus attenuata","native","","native"
"2001","Dicotyledons","Orobanchaceae","species",78368,"Pedicularis contorta","native","","native"
"2002","Dicotyledons","Hydrophyllaceae","species",78470,"Phacelia argentea","native","","native"
"2003","Gymnosperms","Cupressaceae","species",135883,"Juniperus scopulorum","native","","native"
"2004","Dicotyledons","Asteraceae","species",52621,"Cirsium occidentale","native","","native"
"2005","Dicotyledons","Asteraceae","species",76897,"Erigeron annuus","native","","exotic, naturalized"
"2006","Monocotyledons","Juncaceae","species",52798,"Juncus patens","native","","native"
"2007","Dicotyledons","Polygonaceae","species",57211,"Eriogonum latifolium","native","","native"
"2008","Dicotyledons","Ericaceae","species",76812,"Empetrum nigrum","native","","native"
"2009","Dicotyledons","Saxifragaceae","species",78030,"Micranthes odontoloma","native","","native"
"2010","Dicotyledons","Polemoniaceae","species",78668,"Polemonium pulcherrimum","native","","native"
"2011","Dicotyledons","Hydrophyllaceae","species",50617,"Phacelia ramosissima","native","","native"
"2012","Dicotyledons","Ranunculaceae","species",59301,"Ranunculus sceleratus","native","","native"
"2013","Dicotyledons","Ericaceae","species",60376,"Moneses uniflora","native","","native"
"2014","Dicotyledons","Onagraceae","species",75976,"Camissoniopsis cheiranthifolia","native","","native"
"2015","Dicotyledons","Asteraceae","species",77843,"Luina hypoleuca","native","","native"
"2016","Dicotyledons","Rosaceae","species",78726,"Potentilla flabellifolia","native","","native"
"2017","","","species",933429,"Acmispon decumbens","native","",""
"2018","Dicotyledons","Ranunculaceae","species",50642,"Delphinium nudicaule","native","","native"
"2019","Dicotyledons","Gentianaceae","species",67805,"Gentiana affinis","native","","native"
"2020","Dicotyledons","Malvaceae","species",77489,"Iliamna rivularis","native","","native"
"2021","Dicotyledons","Phrymaceae","species",545973,"Erythranthe nasuta","native","","native"
"2022","Monocotyledons","Orchidaceae","species",50738,"Platanthera sparsiflora","native","","native"
"2023","Monocotyledons","Poaceae","species",75747,"Beckmannia syzigachne","native","","native"
"2024","Dicotyledons","Asteraceae","species",77492,"Ionactis alpina","native","","native"
"2025","Monocotyledons","Orchidaceae","species",840638,"Platanthera unalascensis","native","","native"
"2026","Monocotyledons","Amaryllidaceae","species",116364,"Allium cernuum","native","","native"
"2027","Dicotyledons","Garryaceae","species",56199,"Garrya buxifolia","native","","native"
"2028","Dicotyledons","Polemoniaceae","species",76416,"Collomia linearis","native","","native"
"2029","Dicotyledons","Asteraceae","species",77923,"Madia glomerata","native","","native"
"2030","Dicotyledons","Violaceae","species",71112,"Viola orbiculata","native","","native"
"2031","Dicotyledons","Orobanchaceae","species",117513,"Castilleja rhexiifolia","native","","native"
"2032","Dicotyledons","Fabaceae","species",138470,"Thermopsis montana","native","","native"
"2033","Dicotyledons","Phrymaceae","species",548766,"Erythranthe breweri","native","","native"
"2034","Dicotyledons","Apiaceae","species",59298,"Ligusticum apiifolium","native","","native"
"2035","Dicotyledons","Asteraceae","species",52974,"Eurybia radulina","native","","native"
"2036","Dicotyledons","Asteraceae","species",49037,"Hymenoxys hoopesii","native","","native"
"2037","Dicotyledons","Asteraceae","species",58826,"Euthamia occidentalis","native","","native"
"2038","Dicotyledons","Parnassiaceae","species",78350,"Parnassia cirrata","native","","native"
"2039","Dicotyledons","Violaceae","species",79516,"Viola praemorsa","native","","native"
"2040","Dicotyledons","Phrymaceae","species",771819,"Diplacus cusickioides","native","","native"
"2041","Dicotyledons","Viscaceae","species",48935,"Arceuthobium americanum","native","","native"
"2042","Dicotyledons","Boraginaceae","species",56990,"Plagiobothrys nothofulvus","native","","native"
"2043","Dicotyledons","Asteraceae","species",76445,"Coreopsis tinctoria","native","","native"
"2044","Dicotyledons","Asteraceae","species",79333,"Tetradymia glabrata","native","","native"
"2045","","","species",549984,"Primula latiloba","native","",""
"2046","Dicotyledons","Phrymaceae","species",771821,"Diplacus douglasii","native","","native"
"2047","Dicotyledons","Asteraceae","species",54922,"Senecio serra","native","","native"
"2048","Dicotyledons","Fabaceae","species",77871,"Lupinus leucophyllus","native","","native"
"2049","Dicotyledons","Phrymaceae","species",555996,"Erythranthe tilingii","native","","native"
"2050","Dicotyledons","Asteraceae","species",67820,"Erigeron philadelphicus","native","","native"
"2051","Dicotyledons","Boraginaceae","species",78150,"Myosotis laxa","native","","native"
"2052","Dicotyledons","Hydrophyllaceae","species",78524,"Phacelia sericea","native","","native"
"2053","","","species",771908,"Erythranthe ptilota","native","",""
"2054","Dicotyledons","Polygalaceae","species",876453,"Rhinotropis californica","native","","native"
"2055","Dicotyledons","Fabaceae","species",58164,"Trifolium depauperatum","native","","native"
"2056","Dicotyledons","Fabaceae","species",79356,"Thermopsis gracilis","native","","native"
"2057","Monocotyledons","Melanthiaceae","species",79483,"Veratrum insolitum","native","","native"
"2058","Dicotyledons","Orobanchaceae","species",146931,"Castilleja rupicola","native","","native"
"2059","Dicotyledons","Asteraceae","species",169467,"Symphyotrichum hallii","native","","native"
"2060","Dicotyledons","Polemoniaceae","species",77498,"Ipomopsis congesta","native","","native"
"2061","Dicotyledons","Boraginaceae","species",769247,"Andersonglossum occidentale","native","","native"
"2062","","","species",181756,"Festuca ammobia","native","",""
"2063","Dicotyledons","Cannabaceae","species",76203,"Celtis reticulata","native","","native"
"2064","Dicotyledons","Asteraceae","species",77367,"Hemizonella minima","native","","native"
"2065","Dicotyledons","Ericaceae","species",49472,"Sarcodes sanguinea","native","","native"
"2066","Dicotyledons","Rosaceae","species",77525,"Ivesia gordonii","native","","native"
"2067","Dicotyledons","Asteraceae","species",50987,"Lasthenia californica","native","","native"
"2068","Dicotyledons","Boraginaceae","species",62585,"Mertensia longiflora","native","","native"
"2069","Dicotyledons","Boraginaceae","species",77323,"Hackelia micrantha","native","","native"
"2070","Dicotyledons","Grossulariaceae","species",78863,"Ribes montigenum","native","","native"
"2071","Dicotyledons","Montiaceae","species",78121,"Montia howellii","native","","native"
"2072","Dicotyledons","Polemoniaceae","species",78175,"Navarretia breweri","native","","native"
"2073","Dicotyledons","Asteraceae","species",78216,"Nestotus stenophyllus","native","","native"
"2074","Dicotyledons","Onagraceae","species",61895,"Clarkia gracilis","native","","native"
"2075","Dicotyledons","Polygonaceae","species",77034,"Eriogonum ternatum","native","","native"
"2076","Dicotyledons","Asteraceae","species",79215,"Stephanomeria lactucina","native","","native"
"2077","Dicotyledons","Papaveraceae","species",60548,"Dicentra uniflora","native","","native"
"2078","Dicotyledons","Caryophyllaceae","species",79111,"Silene menziesii","native","","native"
"2079","Dicotyledons","Brassicaceae","species",52976,"Barbarea orthoceras","native","","native"
"2080","","","species",77338,"Hastingsia serpentinicola","native","",""
"2081","Monocotyledons","Iridaceae","species",77502,"Iris bracteata","native","","native"
"2082","Dicotyledons","Violaceae","species",79514,"Viola palustris","native","","native"
"2083","Monocotyledons","Liliaceae","species",127916,"Streptopus lanceolatus","native","","native"
"2084","Dicotyledons","Montiaceae","species",58990,"Montia fontana","native","","native"
"2085","Dicotyledons","Asteraceae","species",75572,"Arnica lanceolata","native","","native"
"2086","Dicotyledons","Malvaceae","species",79176,"Sphaeralcea grossulariifolia","native","","native"
"2087","Dicotyledons","Ranunculaceae","species",117512,"Clematis occidentalis","native","","native"
"2088","Dicotyledons","Asteraceae","species",61992,"Grindelia stricta","native","","native"
"2089","Dicotyledons","Saxifragaceae","species",78985,"Saxifraga cespitosa","native","","native"
"2090","Dicotyledons","Polemoniaceae","species",181926,"Phlox douglasii","native","","native"
"2091","Dicotyledons","Boraginaceae","species",769898,"Greeneocharis circumscissa","native","","native"
"2092","","","species",1240407,"Lomatium multifidum","native","",""
"2093","Dicotyledons","Saxifragaceae","species",1424153,"Pectiantia pentandra","native","","native"
"2094","Dicotyledons","Asteraceae","species",56113,"Symphyotrichum foliaceum","native","","native"
"2095","Dicotyledons","Betulaceae","species",75377,"Alnus incana","native","","native"
"2096","Monocotyledons","Poaceae","species",78337,"Panicum capillare","native","","native"
"2097","Monocotyledons","Potamogetonaceae","species",78712,"Potamogeton natans","native","","native"
"2098","Dicotyledons","Caryophyllaceae","species",836863,"Sabulina douglasii","native","","native"
"2099","Dicotyledons","Asteraceae","species",56975,"Micropus californicus","native","","native"
"2100","Monocotyledons","Cyperaceae","species",76041,"Carex geyeri","native","","native"
"2101","Monocotyledons","Cyperaceae","species",76124,"Carex utriculata","native","","native"
"2102","Dicotyledons","Rubiaceae","species",77184,"Galium ambiguum","native","","native"
"2103","Dicotyledons","Rubiaceae","species",77188,"Galium boreale","native","","native"
"2104","Dicotyledons","Vitaceae","species",63923,"Vitis californica","native","","native"
"2105","Dicotyledons","Verbenaceae","species",60251,"Verbena hastata","native","","native"
"2106","Monocotyledons","Juncaginaceae","species",60264,"Triglochin maritima","native","","native"
"2107","Monocotyledons","Hydrocharitaceae","species",76793,"Elodea canadensis","native","","native"
"2108","Monocotyledons","Liliaceae","species",77174,"Fritillaria glauca","native","","native"
"2109","Monocotyledons","Juncaceae","species",77569,"Juncus ensifolius","native","","native"
"2110","Dicotyledons","Lamiaceae","species",77991,"Mentha canadensis","native","","native"
"2111","Dicotyledons","Lamiaceae","species",53306,"Stachys rigida","native","","native"
"2112","Dicotyledons","Asteraceae","species",78321,"Packera hesperia","native","","native"
"2113","Monocotyledons","Iridaceae","species",79128,"Sisyrinchium hitchcockii","native","","native"
"2114","Dicotyledons","Asteraceae","species",79152,"Solidago lepida","native","","native"
"2115","Pteridophytes","Equisetaceae","species",63870,"Equisetum laevigatum","native","","native"
"2116","Dicotyledons","Asteraceae","species",71127,"Artemisia ludoviciana","native","","native"
"2117","Dicotyledons","Viscaceae","species",55422,"Arceuthobium campylopodum","native","","native"
"2118","Dicotyledons","Fabaceae","species",57080,"Trifolium variegatum","native","","native"
"2119","Dicotyledons","Solanaceae","species",58331,"Datura wrightii","native","","exotic, naturalized"
"2120","Dicotyledons","Convolvulaceae","species",76553,"Cuscuta pacifica","native","","native"
"2121","Dicotyledons","Linderniaceae","species",77779,"Lindernia dubia","native","","native"
"2122","Dicotyledons","Polygonaceae","species",78453,"Persicaria hydropiperoides","native","","native"
"2123","","","species",79368,"Tolmiea diplomenziesii","native","",""
"2124","Dicotyledons","Hydrophyllaceae","species",55461,"Nemophila pedunculata","native","","native"
"2125","Dicotyledons","Fabaceae","species",77847,"Lupinus albicaulis","native","","native"
"2126","Dicotyledons","Asteraceae","species",78328,"Packera pseudaurea","native","","native"
"2127","Dicotyledons","Asteraceae","species",78626,"Pleiacanthus spinosus","native","","native"
"2128","Pteridophytes","Woodsiaceae","species",79534,"Woodsia scopulina","native","","native"
"2129","Pteridophytes","Cystopteridaceae","species",120491,"Gymnocarpium disjunctum","native","","native"
"2130","Dicotyledons","Gentianaceae","species",77245,"Gentiana setigera","native","","native"
"2131","Dicotyledons","Caprifoliaceae","species",148098,"Lonicera utahensis","native","","native"
"2132","Monocotyledons","Poaceae","species",157659,"Hesperostipa comata","native","","native"
"2133","Monocotyledons","Juncaceae","species",57107,"Juncus bufonius","native","","native and exotic"
"2134","Monocotyledons","Poaceae","species",57173,"Hordeum brachyantherum","native","","native"
"2135","Dicotyledons","Boraginaceae","species",58050,"Amsinckia tessellata","native","","native"
